DEALDATE,DEALDATETIME,FULLADRESS,DISPLAYADRESS,GUSH,DEALNATUREDESCRIPTION,ASSETROOMNUM,FLOORNO,DEALNATURE,DEALAMOUNT,NEWPROJECTTEXT,PROJECTNAME,BUILDINGYEAR,YEARBUILT,BUILDINGFLOORS,KEYVALUE,TYPE,POLYGON_ID,TREND_IS_NEGATIVE,TREND_FORMAT
31/01/2024,31/01/2024 00:00,"חיים לנדאו 6, באר שבע",חיים לנדאו 6,38135-33-45,דירה בבית קומות,4,שלישית,83,910000,,,1991,,,11162228490,1,38135-33,TRUE,-1% ב 1.6 שנים
31/01/2024,31/01/2024 00:00,"אברהם מאפו 2, באר שבע",אברהם מאפו 2,38139-15-44,דירה בבית קומות,4,שלישית,85.6,1225000,,,1999,,4,11162414160,1,38139-15,FALSE,13% ב 1.8 שנים
31/01/2024,31/01/2024 00:00,"שער הגיא 11, באר שבע",שער הגיא 11,38111-97-12,דירה בבית קומות,3,שלישית,67.8,920000,,,1996,,9,11162341980,1,38111-97,FALSE,12% ב 8.3 שנים
31/01/2024,31/01/2024 00:00,"יוסף בורג 31, באר שבע",יוסף בורג 31,38194-10-34,דירה בבית קומות,4,קומה ‎5‏,107.9,1730000,,,2016,,8,11163575520,1,38194-10,FALSE,39% ב 7.3 שנים
31/01/2024,31/01/2024 00:00,"יוסף בורג 31, באר שבע",יוסף בורג 31,38194-10-46,דירה בבית קומות,4,קומה ‎4‏,109.07,1800000,,,2018,,6,11163919320,1,38194-10,FALSE,
31/01/2024,31/01/2024 00:00,"נחום סנה 2, באר שבע",נחום סנה 2,38367-18-46,דירת גן,4,ראשונה,130,1700000,,,2012,,6,11162565630,1,38367-18,FALSE,
05/02/2024,05/02/2024 00:00,,,38421-34-2,דירה בבית קומות,5,ראשונה,162,2540000,,,,,,11163271590,2,38421-34,FALSE,
05/02/2024,05/02/2024 00:00,,,38490-3-2,דירה בבית קומות,4,שמינית,111,1650000,,,2024,,,11163208500,2,38490-3,FALSE,
04/02/2024,04/02/2024 00:00,,,38009-50-19,דירה בבית קומות,5,שניה,124,1750000,,,2023,,,11162962890,2,38009-50,FALSE,
04/02/2024,04/02/2024 00:00,"יעלים 58, באר שבע",יעלים 58,38069-133-5,דירה בבית קומות,3,שלישית,55.4,695000,,,1970,,4,11162451960,1,38069-133,TRUE,-4% ב 0.7 שנים
04/02/2024,04/02/2024 00:00,,,38068-1-18,דירה בבית קומות,3,ארבע עשרה,80,1290000,,,2022,,,11162723670,2,38068-1,FALSE,
04/02/2024,04/02/2024 00:00,"המשחררים 84, באר שבע",המשחררים 84,38098-11-10,דירה בבית קומות,3,שניה,57,770000,,,1970,,3,11162777310,1,38098-11,FALSE,22% ב 8 שנים
04/02/2024,04/02/2024 00:00,"מוריה 2, באר שבע",מוריה 2,38116-8-10,דירה בבית קומות,4,שלישית,87,1140000,,,1970,,3,11163467700,1,38116-8,FALSE,49% ב 1.7 שנים
04/02/2024,04/02/2024 00:00,"יצחק רגר 114, באר שבע",יצחק רגר 114,38093-2-24,דירה בבית קומות,4,רביעית,75.5,1170000,,,1970,,4,11162429820,1,38093-2,FALSE,36% ב 8.1 שנים
04/02/2024,04/02/2024 00:00,"אוסישקין 14, באר שבע",אוסישקין 14,38129-24-1,דירה בבית קומות,5,קרקע,127.9,1450000,,,1960,,2,11163284280,1,38129-24,FALSE,35% ב 5.9 שנים
04/02/2024,04/02/2024 00:00,"מקור חיים 8, באר שבע",מקור חיים 8,38187-5-14,דירה בבית קומות,4,רביעית,93,1305000,,,2005,,6,11163144870,1,38187-5,FALSE,19% ב 8.7 שנים
02/02/2024,02/02/2024 00:00,"יחיל חיים 20, באר שבע",יחיל חיים 20,38018-22-9,דירה בבית קומות,4,שניה,76.2,620000,,,1980,,3,11163108510,1,38018-22,TRUE,-7% ב 7.9 שנים
02/02/2024,02/02/2024 00:00,"סיני 36, באר שבע",סיני 36,38058-17-21,דירה בבית קומות,4,שניה,84.5,1150000,,,1970,,3,11162925810,1,38058-17,FALSE,270% ב 19.7 שנים
02/02/2024,02/02/2024 00:00,"מילוס 2, באר שבע",מילוס 2,38069-124-16,דירה בבית קומות,3,שניה,59.5,685000,,,1970,,3,11162400750,1,38069-124,FALSE,16% ב 3.1 שנים
02/02/2024,02/02/2024 00:00,"קפלן 12, באר שבע",קפלן 12,38264-11-20,דירה בבית קומות,4,שביעית,85.5,1100000,,,1970,,8,11162460870,1,38264-11,FALSE,
01/02/2024,01/02/2024 00:00,,,38009-53-2,דירה בבית קומות,4,ראשונה,108,1646000,,,,,,11162819610,2,38009-53,FALSE,
01/02/2024,01/02/2024 00:00,"האיילה 9, באר שבע",האיילה 9,38081-7-25,דירה בבית קומות,3,ראשונה,63.5,715000,,,1970,,4,11162667420,1,38081-7,FALSE,172% ב 25.4 שנים
01/02/2024,01/02/2024 00:00,"הרב קוק 25, באר שבע",הרב קוק 25,38103-16-29,דירה בבית קומות,3,שלישית,59.9,660000,,,1980,,4,11162842560,1,38103-16,FALSE,6% ב 4.7 שנים
01/02/2024,01/02/2024 00:00,"מצדה 258, באר שבע",מצדה 258,38104-36-13,דירה בבית קומות,4,רביעית,84.5,972000,,,1970,,8,11163167010,1,38104-36,FALSE,88% ב 12.5 שנים
01/02/2024,01/02/2024 00:00,"מינץ 32, באר שבע",מינץ 32,38101-15-48,דירה בבית קומות,3,שניה,59.2,750000,,,1970,,5,11163249360,1,38101-15,FALSE,25% ב 7 שנים
01/02/2024,01/02/2024 00:00,"אברהם אבינו 13, באר שבע",אברהם אבינו 13,38079-54-59,דירה בבית קומות,3,ראשונה,55.35,800000,,,1960,,3,11162685240,1,38079-54,FALSE,20% ב 8.4 שנים
07/02/2024,07/02/2024 00:00,"בודנהיימר 7, באר שבע",בודנהיימר 7,38372-9-7,דירה בבית קומות,4,שניה,83.4,1315000,,,2001,,5,11162788380,1,38372-9,FALSE,54% ב 12.9 שנים
07/02/2024,07/02/2024 00:00,,,38492-3-4,דירה בבית קומות,3,שביעית,80,1360000,,,2024,,,11163269520,2,38492-3,FALSE,
06/02/2024,06/02/2024 00:00,,,38009-15-1,דירה בבית קומות,3,אחת עשרה,84,1466000,,,,,,11162965230,2,38009-15,FALSE,
06/02/2024,06/02/2024 00:00,,,38068-1-17,דירה בבית קומות,3,אחת עשרה,80,1310000,,,2022,,,11163299220,2,38068-1,FALSE,
06/02/2024,06/02/2024 00:00,"עוזייה המלך 20, באר שבע",עוזייה המלך 20,38078-35-3,דירה בבית קומות,3,שניה,44.3,695000,,,1960,,3,11163515940,1,38078-35,FALSE,73% ב 12 שנים
06/02/2024,06/02/2024 00:00,"אופירה 34, באר שבע",אופירה 34,38111-196-32,דירה בבית קומות,4,שמינית,83.5,1305000,,,1999,,9,11162731860,1,38111-196,FALSE,40% ב 8.2 שנים
06/02/2024,06/02/2024 00:00,"זאב טיומקין 1, באר שבע",זאב טיומקין 1,38145-8-26,דירה בבית קומות,3,שלישית,64,1200000,,,1996,,4,11163484080,1,38145-8,FALSE,43% ב 8.2 שנים
06/02/2024,06/02/2024 00:00,"אשר ברש 3, באר שבע",אשר ברש 3,38138-69-16,דירה בבית קומות,3,רביעית,61.5,830000,,,1994,,8,11162875410,1,38138-69,FALSE,260% ב 0.8 שנים
06/02/2024,06/02/2024 00:00,"מצדה 138, באר שבע",מצדה 138,38128-11-52,דירה בבית קומות,3,שישית,66,600000,,,1970,,6,11163236130,1,38128-11,FALSE,2% ב 7.5 שנים
06/02/2024,06/02/2024 00:00,"זמנהוף 35, באר שבע",זמנהוף 35,38175-81-8,דירה בבית קומות,5,קרקע ראשונה,98,1400000,,,1995,,2,11163923730,1,38175-81,FALSE,
06/02/2024,06/02/2024 00:00,"קפלן 2, באר שבע",קפלן 2,38264-3-28,דירה בבית קומות,3,שביעית,54.92,880000,,,1980,,7,11163299940,1,38264-3,FALSE,3% ב 0.6 שנים
06/02/2024,06/02/2024 00:00,,,38490-52-21,דירה בבית קומות,4,שניה,107,1600000,,,2023,,,11163746250,2,38490-52,FALSE,
05/02/2024,05/02/2024 00:00,"השלום 22, באר שבע",השלום 22,38030-19-30,דירה בבית קומות,3,שלישית,73.3,910000,,,1970,,3,11162859660,1,38030-19,FALSE,35% ב 2.6 שנים
05/02/2024,05/02/2024 00:00,"חנה סנש 14, באר שבע",חנה סנש 14,38027-26-11,דירה בבית קומות,2,ראשונה,38.2,700000,,,1960,,3,11163385350,1,38027-26,FALSE,81% ב 10 שנים
05/02/2024,05/02/2024 00:00,"יצחק אבינו 13, באר שבע",יצחק אבינו 13,38075-94-68,דירה בבית קומות,3,ראשונה,43,940000,,,2016,,15,11162757960,1,38075-94,FALSE,
05/02/2024,05/02/2024 00:00,"שמעון ברנפלד 13, באר שבע",שמעון ברנפלד 13,38091-26-15,דירה בבית קומות,3,רביעית,51.3,745000,,,1970,,4,11163395700,1,38091-26,FALSE,58% ב 11.9 שנים
05/02/2024,05/02/2024 00:00,"אלעזר בן-יאיר 8, באר שבע",אלעזר בן-יאיר 8,38079-31-24,דירה בבית קומות,2,שלישית,33.5,650000,,,1960,,3,11162741490,1,38079-31,FALSE,0% ב 2.5 שנים
05/02/2024,05/02/2024 00:00,"מאיר גרוסמן 4, באר שבע",מאיר גרוסמן 4,38146-9-20,דירה בבית קומות,5,שלישית,119.93,1470000,,,1997,,10,11162463120,1,38146-9,FALSE,184% ב 16.1 שנים
05/02/2024,05/02/2024 00:00,"ישראל שוחט 3, באר שבע",ישראל שוחט 3,38194-1-43,דירת גן,5,קרקע,110.6,2200000,,,2013,,5,11162851470,1,38194-1,FALSE,
05/02/2024,05/02/2024 00:00,"נחום סנה 2, באר שבע",נחום סנה 2,38367-18-45,דירה בבית קומות,4,רביעית,123,1470000,,,2013,,6,11162562570,1,38367-18,FALSE,
14/02/2024,14/02/2024 00:00,"שלומציון 3, באר שבע",שלומציון 3,38108-108-9,דירה בבית קומות,3,ראשונה,64,700000,,,1970,,4,11163613950,1,38108-108,FALSE,0% ב 1.6 שנים
14/02/2024,14/02/2024 00:00,"רימון 67, באר שבע",רימון 67,38363-9-2,קוטג' דו משפחתי,6,"קומה ‎0‏, קומה ‎1‏",166.71,2610000,,,2014,,1,11163902850,1,38363-9,FALSE,
14/02/2024,14/02/2024 00:00,,,38492-3-2,דירה בבית קומות,5,שישית,136,1830000,,,2024,,,11163830850,2,38492-3,FALSE,
13/02/2024,13/02/2024 00:00,"שמשון 24, באר שבע",שמשון 24,38021-28-30,דירה בבית קומות,3,רביעית,62.1,800000,,,1970,,4,11163314790,1,38021-28,FALSE,33% ב 2.3 שנים
13/02/2024,13/02/2024 00:00,"אביה השופט 1, באר שבע",אביה השופט 1,38073-260-57,דירה בבית קומות,2,קומה ‎7‏,36.5,620000,,,2009,,13,11163202650,1,38073-260,FALSE,8% ב 2 שנים
13/02/2024,13/02/2024 00:00,"עוזייה המלך 22, באר שבע",עוזייה המלך 22,38078-36-16,דירה בבית קומות,3,שניה,44.3,680000,,,1960,,3,11163188610,1,38078-36,TRUE,-4% ב 5.5 שנים
13/02/2024,13/02/2024 00:00,"אברהם מאפו 6, באר שבע",אברהם מאפו 6,38139-15-61,דירה בבית קומות,2,שניה,49.8,922000,,,1998,,3,11163657870,1,38139-15,FALSE,53% ב 11 שנים
13/02/2024,13/02/2024 00:00,"גדעון האוזנר 47, באר שבע",גדעון האוזנר 47,38365-1-12,דירה בבית קומות,5,שלישית,119.9,1730000,,,2015,,7,11163241890,1,38365-1,FALSE,33% ב 5.9 שנים
13/02/2024,13/02/2024 00:00,,,38491-8-6,דירת גן,6,ראשונה,172,2500000,,,2024,,,11163826440,2,38491-8,FALSE,
12/02/2024,12/02/2024 00:00,"אליהו הנביא 10, באר שבע",אליהו הנביא 10,38079-14-12,דירה בבית קומות,3,שלישית,40.4,715000,,,1970,,3,11163207150,1,38079-14,FALSE,38% ב 2.9 שנים
12/02/2024,12/02/2024 00:00,"החיד""א 105, באר שבע","החיד""א 105",38118-28-35,דירה בבית קומות,3,שניה,61.3,685000,,,1980,,4,11163288780,1,38118-28,FALSE,90% ב 11.8 שנים
12/02/2024,12/02/2024 00:00,"מבצע עובדה 4, באר שבע",מבצע עובדה 4,38094-28-16,דירה בבית קומות,3,רביעית,65,630000,,,1970,,4,11163167730,1,38094-28,FALSE,0% ב 7.7 שנים
12/02/2024,12/02/2024 00:00,"שלומציון 9, באר שבע",שלומציון 9,38108-102-7,דירה בבית קומות,4,שלישית,75,710000,,,1990,,3,11163237570,1,38108-102,FALSE,57% ב 11.3 שנים
12/02/2024,12/02/2024 00:00,,,38492-3-3,דירה בבית קומות,5,שישית,130,1795000,,,2026,,,11163832290,2,38492-3,FALSE,
11/02/2024,11/02/2024 00:00,,,38009-50-17,דירה בבית קומות,5,תשיעית,124,1880000,,,2024,,,11163469320,2,38009-50,FALSE,
11/02/2024,11/02/2024 00:00,,,38068-1-14,דירה בבית קומות,4,אחת עשרה,117,1600000,,,2022,,,11163528630,2,38068-1,FALSE,
11/02/2024,11/02/2024 00:00,"הראל 22, באר שבע",הראל 22,38100-3-17,דירה בבית קומות,4,שלישית,77.5,750000,,,1980,,3,11163891690,1,38100-3,FALSE,
11/02/2024,11/02/2024 00:00,"סוסיה 4, באר שבע",סוסיה 4,38111-201-35,דירה בבית קומות,4,קומה ‎7‏,93,1556000,,,2011,,10,11163098700,1,38111-201,FALSE,30% ב 3.8 שנים
11/02/2024,11/02/2024 00:00,"יעקב (בודה) עורב 48, באר שבע",יעקב (בודה) עורב 48,38369-25-4,דירת גן,5,קומה ‎0‏,109.1,2385000,,,2016,,2,11162985120,1,38369-25,FALSE,48% ב 8 שנים
11/02/2024,11/02/2024 00:00,,,38491-69-24,דירה בבית קומות,4,ראשונה,110,1750000,,,2021,,,11163474450,2,38491-69,FALSE,
07/01/2024,07/01/2024 00:00,"שמאלי אליעזר 4, באר שבע",שמאלי אליעזר 4,38191-18-9,דירה בבית קומות,4,רביעית,89,1240000,,,2000,,7,11161352250,1,38191-18,FALSE,
07/01/2024,07/01/2024 00:00,"ישראל גלילי 12, באר שבע",ישראל גלילי 12,38368-14-7,דירה בבית קומות,4,רביעית,129.35,1570000,,,2015,,2,11161471770,1,38368-14,FALSE,32% ב 8.6 שנים
07/01/2024,07/01/2024 00:00,,,38421-34-14,דירה בבית קומות,5,שלישית,169,1251000,,,,,,11161102770,2,38421-34,FALSE,
05/01/2024,05/01/2024 00:00,,,38068-1-26,דירה בבית קומות,4,ארבע עשרה,117,1600000,,,2022,,,11160563670,2,38068-1,FALSE,
05/01/2024,05/01/2024 00:00,"התלמוד 119, באר שבע",התלמוד 119,38089-121-47,דירה בבית קומות,3,שלישית,61.1,490000,,,1970,,3,11160471600,1,38089-121,FALSE,2% ב 2.8 שנים
05/01/2024,05/01/2024 00:00,"שרגא אברמסון 8, באר שבע",שרגא אברמסון 8,38374-8-3,דירת גן,5,קרקע,109,1700000,,,2000,,5,11161505340,1,38374-8,FALSE,100% ב 14.1 שנים
04/01/2024,04/01/2024 00:00,"יעקב כהן 4, באר שבע",יעקב כהן 4,38074-153-153,דירה בבית קומות,5,אחת עשרה,185,2150000,,,2013,,18,11160404100,1,38074-153,FALSE,
04/01/2024,04/01/2024 00:00,"יהודה הלוי 12, באר שבע",יהודה הלוי 12,38057-38-196,דירה בבית קומות,5,שבע עשרה,159,1690000,,,2015,,21,11161399770,1,38057-38,FALSE,
04/01/2024,04/01/2024 00:00,"יהודה הלוי 30, באר שבע",יהודה הלוי 30,38079-27-3,דירה בבית קומות,2,ראשונה,46.85,600000,,,1960,,4,11161307790,1,38079-27,FALSE,50% ב 5.1 שנים
04/01/2024,04/01/2024 00:00,"הכנסת 25, באר שבע",הכנסת 25,38082-39-25,דירה בבית קומות,3,שלישית,40.5,695000,,,1970,,3,11160572580,1,38082-39,FALSE,32% ב 2.3 שנים
04/01/2024,04/01/2024 00:00,"אלפסי 3, באר שבע",אלפסי 3,38103-35-12,דירה בבית קומות,3,שניה,59.6,790000,,,1970,,4,11160257220,1,38103-35,FALSE,30% ב 4.5 שנים
04/01/2024,04/01/2024 00:00,"הנדיב 2, באר שבע",הנדיב 2,38076-42-13,דירה בבית קומות,2,רביעית,38.3,550000,,,1960,,4,11160292050,1,38076-42,TRUE,-8% ב 2.7 שנים
04/01/2024,04/01/2024 00:00,"חי""ל 1, באר שבע","חי""ל 1",38094-7-14,דירה בבית קומות,3,רביעית,59.9,690000,,,1970,,4,11161208340,1,38094-7,FALSE,31% ב 4.3 שנים
04/01/2024,04/01/2024 00:00,"שמעון ברנפלד 6, באר שבע",שמעון ברנפלד 6,38091-37-9,דירה בבית קומות,2,שלישית,37.2,770000,,,1960,,4,11160440640,1,38091-37,FALSE,35% ב 7.7 שנים
04/01/2024,04/01/2024 00:00,"משה קהירי 26, באר שבע",משה קהירי 26,38367-21-4,דירה בבית קומות,5,ראשונה,115,1670000,,,2013,,8,11160280080,1,38367-21,FALSE,63% ב 10.2 שנים
04/01/2024,04/01/2024 00:00,"נחום גולדמן 31, באר שבע",נחום גולדמן 31,38373-4-7,דירה בבית קומות,4,רביעית,97,1270000,,,2003,,7,11161305630,1,38373-4,FALSE,159% ב 18.5 שנים
04/01/2024,04/01/2024 00:00,,,38491-5-13,קוטג' דו משפחתי,5,,142,1900000,,,2022,,,11161743570,2,38491-5,FALSE,
03/01/2024,03/01/2024 00:00,,,38009-53-7,דירה בבית קומות,3,שתים עשרה,84,1446000,,,,,,11160406440,2,38009-53,FALSE,
03/01/2024,03/01/2024 00:00,"יד ושם 24, באר שבע",יד ושם 24,38030-4-80,דירה בבית קומות,2,ארבע עשרה,35,500000,,,1996,,17,11160585270,1,38030-4,FALSE,
03/01/2024,03/01/2024 00:00,"בלפור 34, באר שבע",בלפור 34,38025-62-1,דירה בבית קומות,5,קרקע,139,1650000,,,1970,,1,11160600930,1,38025-62,FALSE,230% ב 12 שנים
09/01/2024,09/01/2024 00:00,"עוזי נרקיס 20, באר שבע",עוזי נרקיס 20,38370-12-3,דירה בבית קומות,4,קומה ‎2‏,116,1590000,,,2012,,7,11160525240,1,38370-12,FALSE,39% ב 9.4 שנים
09/01/2024,09/01/2024 00:00,"הרב שלמה טנא 8, באר שבע",הרב שלמה טנא 8,38389-17-15,דירה בבית קומות,5,רביעית,106,1350000,,,2002,,9,11162175030,1,38389-17,FALSE,3% ב 2.3 שנים
09/01/2024,09/01/2024 00:00,,,38491-5-12,דירה בבית קומות,5,שלישית,124,1845000,,,2022,,,11162062260,2,38491-5,FALSE,
08/01/2024,08/01/2024 00:00,,,38009-53-6,דירה בבית קומות,4,ארבע עשרה,108,1656000,,,,,,11160936540,2,38009-53,FALSE,
08/01/2024,08/01/2024 00:00,,,38009-51-6,דירה בבית קומות,5,שמינית,124,1810000,,,2023,,,11161491210,2,38009-51,FALSE,
08/01/2024,08/01/2024 00:00,"יצחק שיפר 1, באר שבע",יצחק שיפר 1,38091-16-23,דירה בבית קומות,3,רביעית,46.2,445000,,,1960,,4,11160868950,1,38091-16,FALSE,
08/01/2024,08/01/2024 00:00,"יהודה בורלא 1, באר שבע",יהודה בורלא 1,38081-5-72,דירה בבית קומות,4,שניה,77,135000,,,1970,,3,11161697580,1,38081-5,FALSE,
08/01/2024,08/01/2024 00:00,"גיורא יוספטל 6, באר שבע",גיורא יוספטל 6,38082-35-7,דירה בבית קומות,2,שניה,35.4,745000,,,1970,,3,11162077020,1,38082-35,FALSE,30% ב 4.5 שנים
08/01/2024,08/01/2024 00:00,"הצבי 121, באר שבע",הצבי 121,38102-17-34,דירה בבית קומות,3,ראשונה,64.1,720000,,,1970,,4,11160966330,1,38102-17,FALSE,9% ב 3 שנים
08/01/2024,08/01/2024 00:00,"דוד ניב ניב 7, באר שבע",דוד ניב ניב 7,38189-3-47,דירה בבית קומות,4,שישית,90.4,1340000,,,1999,,13,11160583830,1,38189-3,FALSE,13% ב 6.2 שנים
08/01/2024,08/01/2024 00:00,"אליעזר שמאלי 1, באר שבע",אליעזר שמאלי 1,38191-2-16,דירה בבית קומות,4,ראשונה,105.2,1235000,,,1998,,7,11162556720,1,38191-2,FALSE,
08/01/2024,08/01/2024 00:00,"שאול המלך 4, באר שבע",שאול המלך 4,38356-16-62,דירה בבית קומות,3,שמינית,61.5,840000,,,1980,,8,11160460530,1,38356-16,FALSE,4% ב 6.7 שנים
08/01/2024,08/01/2024 00:00,"זאב וילנאי 14, באר שבע",זאב וילנאי 14,38355-14-9,דירה בבית קומות,4,ראשונה,95,1180000,,,1995,,2,11160589680,1,38355-14,FALSE,26% ב 8.6 שנים
07/01/2024,07/01/2024 00:00,"התקווה 16, באר שבע",התקווה 16,38016-51-240,דירה בבית קומות,5,קומה ‎10‏,114.3,1600000,,,2008,,25,11161678410,1,38016-51,FALSE,88% ב 14.9 שנים
07/01/2024,07/01/2024 00:00,,,38009-50-27,דירה בבית קומות,4,שביעית,116,1665000,,,2023,,,11160901620,2,38009-50,FALSE,
07/01/2024,07/01/2024 00:00,"דוד המלך 31, באר שבע",דוד המלך 31,38079-21-36,דירה בבית קומות,3,שניה,38.8,600000,,,1970,,4,11161051650,1,38079-21,TRUE,-3% ב 4.1 שנים
07/01/2024,07/01/2024 00:00,"אברהם אבינו 71, באר שבע",אברהם אבינו 71,38080-39-17,דירה בבית קומות,3,שלישית,38.7,530000,,,1960,,3,11160559980,1,38080-39,TRUE,-14% ב 1.5 שנים
07/01/2024,07/01/2024 00:00,"משה שרת 39, באר שבע",משה שרת 39,38124-48-21,דירה בבית קומות,4,שישית,78.9,790000,,,1980,,8,11161458450,1,38124-48,FALSE,
